rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
11,686948,Drake Baldwin,ATL,BAL,2026-07-26T17:35:00Z,Pre-Game,1,Shane Baz,669358,R,62.7,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",59.7,40.6,56.1,93.2,80.0,92.6,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.87,50.3,91.63,102.4448,0.5094,0.2318,0.3754,75.02,53.25,31.94,24.76,19.7,0.2055,7.75,41.22,89.84,0.3972,0.1476,24.66,R To L,83,Oriole Park at Camden Yards,
12,606466,Ketel Marte,AZ,WSH,2026-07-26T17:35:00Z,Pre-Game,4,Miles Mikolas,571945,R,62.1,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",51.4,56.5,64.2,94.9,75.0,37.8,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","switch hitter; pitcher baseline 10.0% barrel, 23.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.26,44.9,90.94,102.6225,0.5004,0.2119,0.3676,74.74,45.64,50.1,27.85,21.0,0.2088,9.97,41.66,89.72,0.4962,0.2165,27.86,Out To LF,84,Nationals Park,
13,621566,Matt Olson,ATL,BAL,2026-07-26T17:35:00Z,Pre-Game,3,Shane Baz,669358,R,62.1,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",64.3,40.6,56.1,96.6,80.0,40.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","platoon edge; pitcher baseline 7.8% barrel, 14.1 HR allowed",EV profile; pitcher fly-ball pressure modest,13.98,51.2,92.81,103.8622,0.5018,0.2531,0.3586,74.6,48.37,37.3,32.22,27.6,0.2463,7.75,41.22,89.84,0.3972,0.1476,24.66,R To L,83,Oriole Park at Camden Yards,
14,678246,Miguel Vargas,CWS,HOU,2026-07-26T18:10:00Z,Scheduled,3,Ronel Blanco,669854,R,61.4,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Pitcher Vulnerable, Premium Lineup Spot",54.4,88.5,27.6,92.1,50.0,14.1,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 28.8% barrel, 3.5 HR allowed",fly-ball profile; pitcher allows elevated contact,12.97,44.14,90.19,100.4119,0.4896,0.2305,0.3687,73.05,35.08,42.67,36.22,19.5,0.216,28.77,52.9,92.13,0.5297,0.3342,62.13,,,Rate Field,
15,660271,Shohei Ohtani,LAD,NYM,2026-07-26T17:40:00Z,Pre-Game,1,Freddy Peralta,642547,R,61.0,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",81.1,32.2,37.8,93.2,80.0,12.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,30,0,"Last 7 games: 6/30, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 18.2 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.6,55.06,93.99,104.3092,0.5909,0.3057,0.4117,75.03,53.08,47.61,33.04,31.9,0.2686,6.57,37.44,87.86,0.3638,0.1382,27.08,In From CF,82,Citi Field,
16,621439,Byron Buxton,MIN,ATH,2026-07-26T18:10:00Z,Scheduled,2,Jeffrey Springs,605488,L,60.4,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",69.4,49.4,27.1,95.5,78.0,22.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,0,"Last 7 games: 6/22, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 27.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,17.91,49.81,91.38,102.4436,0.5154,0.2646,0.3507,74.44,43.99,48.03,34.98,28.0,0.287,9.43,36.25,88.16,0.4464,0.1967,32.86,,,Target Field,
17,691023,Jordan Walker,STL,CIN,2026-07-26T18:15:00Z,Pre-Game,3,Andrew Abbott,671096,L,60.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",58.0,39.7,65.1,96.6,78.0,19.5,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,0,"Last 7 games: 7/28, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 16.9 HR allowed",EV profile; pitcher fly-ball pressure modest,12.93,49.86,93.21,105.1718,0.4582,0.1984,0.3382,78.87,83.26,38.17,22.93,17.2,0.1862,7.51,37.06,89.2,0.406,0.1576,28.07,Out To CF,94,Busch Stadium,
18,624413,Pete Alonso,BAL,ATL,2026-07-26T17:35:00Z,Pre-Game,2,Reynaldo López,625643,R,59.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",68.1,41.2,56.1,100.0,50.0,13.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,0,"Last 7 games: 6/29, 0 HR","same-side matchup; pitcher baseline 6.8% barrel, 7.3 HR allowed",EV profile; pitcher fly-ball pressure modest,14.28,54.54,93.78,104.0211,0.5279,0.2549,0.3804,74.88,49.48,36.71,30.67,26.1,0.2233,6.81,40.06,88.43,0.4894,0.1797,26.67,R To L,83,Oriole Park at Camden Yards,
19,686611,Dylan Crews,WSH,AZ,2026-07-26T17:35:00Z,Pre-Game,3,Kohl Drake,684442,L,59.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",41.7,53.3,64.2,96.6,78.0,59.6,Yes,No,4,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 3 vs RotoWire 4,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 15.4% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.59,41.43,90.33,101.4893,0.4182,0.1804,0.3231,73.65,34.69,33.45,29.24,8.6,0.1503,15.4,46.2,87.7,0.415,0.129,30.8,Out To LF,84,Nationals Park,
20,663993,Nathaniel Lowe,CIN,STL,2026-07-26T18:15:00Z,Pre-Game,5,Kyle Leahy,681517,R,59.5,Longshot,Watch List,"Strong Barrel, Platoon Edge, Hot Hitter/Streak",41.0,54.9,65.1,86.4,80.0,74.5,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.08,41.08,89.0,100.9463,0.4367,0.1842,0.3352,74.03,38.51,37.69,26.27,13.8,0.2027,10.43,48.44,90.85,0.4478,0.1782,22.19,Out To CF,94,Busch Stadium,
